game_pk,game_date,season,home_abbr,away_abbr,home_runs,away_runs
718685,2023-04-07,2023,PHI,CIN,5,2
718688,2023-04-07,2023,BAL,NYY,7,6
718677,2023-04-07,2023,CLE,SEA,3,5
718684,2023-04-07,2023,MIN,HOU,3,2
718679,2023-04-07,2023,PIT,CWS,13,9
718680,2023-04-07,2023,SF,KC,1,3
718678,2023-04-07,2023,TB,OAK,9,5
718676,2023-04-07,2023,ATL,SD,4,5
718674,2023-04-07,2023,MIL,STL,4,0
718673,2023-04-07,2023,COL,WSH,5,10
718670,2023-04-07,2023,LAA,TOR,3,4
718671,2023-04-07,2023,AZ,LAD,6,3
718666,2023-04-08,2023,MIN,HOU,9,6
718672,2023-04-08,2023,SF,KC,5,6
718669,2023-04-08,2023,CHC,TEX,10,3
718668,2023-04-08,2023,PHI,CIN,3,2
718667,2023-04-08,2023,DET,BOS,5,14
718665,2023-04-08,2023,TB,OAK,11,0
718661,2023-04-08,2023,NYM,MIA,5,2
718663,2023-04-08,2023,CLE,SEA,2,3
718662,2023-04-08,2023,PIT,CWS,5,11
718664,2023-04-08,2023,BAL,NYY,1,4
718660,2023-04-08,2023,MIL,STL,0,6
718659,2023-04-08,2023,ATL,SD,1,4
718656,2023-04-08,2023,AZ,LAD,12,8
718658,2023-04-08,2023,COL,WSH,6,7
718657,2023-04-08,2023,LAA,TOR,9,5
718652,2023-04-09,2023,PHI,CIN,4,6
718654,2023-04-09,2023,DET,BOS,1,4
718655,2023-04-09,2023,TB,OAK,11,0
718653,2023-04-09,2023,PIT,CWS,1,0
718651,2023-04-09,2023,BAL,NYY,3,5
718646,2023-04-09,2023,CLE,SEA,7,6
718647,2023-04-09,2023,NYM,MIA,2,7
718649,2023-04-09,2023,MIN,HOU,1,5
718650,2023-04-09,2023,MIL,STL,6,1
718642,2023-04-09,2023,CHC,TEX,2,8
718645,2023-04-09,2023,COL,WSH,7,6
718643,2023-04-09,2023,SF,KC,3,1
718644,2023-04-09,2023,LAA,TOR,11,12
718639,2023-04-09,2023,AZ,LAD,11,6
718648,2023-04-09,2023,ATL,SD,2,10
718640,2023-04-10,2023,MIN,CWS,3,4
718637,2023-04-10,2023,CLE,NYY,3,2
718635,2023-04-10,2023,BAL,OAK,5,1
718632,2023-04-10,2023,PIT,HOU,2,8
718638,2023-04-10,2023,TB,BOS,1,0
718633,2023-04-10,2023,PHI,MIA,15,3
718634,2023-04-10,2023,NYM,SD,5,0
718636,2023-04-10,2023,ATL,CIN,5,4
718628,2023-04-10,2023,CHC,SEA,3,2
718630,2023-04-10,2023,TEX,KC,11,2
718629,2023-04-10,2023,COL,STL,7,4
718631,2023-04-10,2023,LAA,WSH,4,6
718627,2023-04-10,2023,AZ,MIL,3,0
718641,2023-04-10,2023,SF,LAD,1,9
718626,2023-04-11,2023,CLE,NYY,2,11
718618,2023-04-11,2023,BAL,OAK,12,8
718623,2023-04-11,2023,PIT,HOU,7,4
718625,2023-04-11,2023,TB,BOS,7,2
718619,2023-04-11,2023,PHI,MIA,4,8
718622,2023-04-11,2023,TOR,DET,9,3
718621,2023-04-11,2023,NYM,SD,2,4
718620,2023-04-11,2023,ATL,CIN,7,6
718617,2023-04-11,2023,CHC,SEA,14,9
718616,2023-04-11,2023,MIN,CWS,4,3
718615,2023-04-11,2023,TEX,KC,8,5
718613,2023-04-11,2023,COL,STL,6,9
718614,2023-04-11,2023,LAA,WSH,2,0
718611,2023-04-11,2023,AZ,MIL,1,7
718624,2023-04-11,2023,SF,LAD,5,0
718608,2023-04-12,2023,PIT,HOU,0,7
718610,2023-04-12,2023,NYM,SD,5,2
718605,2023-04-12,2023,MIN,CWS,3,1
718604,2023-04-12,2023,CLE,NYY,3,4
718606,2023-04-12,2023,CHC,SEA,2,5
718607,2023-04-12,2023,COL,STL,4,7
718598,2023-04-12,2023,AZ,MIL,7,3
718609,2023-04-12,2023,PHI,MIA,2,3
718602,2023-04-12,2023,LAA,WSH,3,2
718599,2023-04-12,2023,BAL,OAK,4,8
718600,2023-04-12,2023,TB,BOS,9,7
718603,2023-04-12,2023,TOR,DET,4,3
718601,2023-04-12,2023,ATL,CIN,5,4
718595,2023-04-12,2023,TEX,KC,1,10
718612,2023-04-12,2023,SF,LAD,5,10
718596,2023-04-13,2023,BAL,OAK,8,7
718594,2023-04-13,2023,TB,BOS,9,3
718597,2023-04-13,2023,CIN,PHI,6,2
718590,2023-04-13,2023,NYY,MIN,2,11
718593,2023-04-13,2023,TOR,DET,1,3
718591,2023-04-13,2023,STL,PIT,0,5
718589,2023-04-13,2023,SD,MIL,3,4
718585,2023-04-14,2023,DET,SF,7,5
718586,2023-04-14,2023,CIN,PHI,3,8
718584,2023-04-14,2023,MIA,AZ,5,1
718592,2023-04-14,2023,WSH,CLE,3,4
718588,2023-04-14,2023,NYY,MIN,3,4
718587,2023-04-14,2023,TOR,TB,6,3
718580,2023-04-14,2023,BOS,LAA,5,3
718583,2023-04-14,2023,CWS,BAL,3,6
718581,2023-04-14,2023,HOU,TEX,2,6
718579,2023-04-14,2023,KC,ATL,3,10
718582,2023-04-14,2023,STL,PIT,3,0
718578,2023-04-14,2023,OAK,NYM,6,17
718574,2023-04-14,2023,SD,MIL,2,11
718575,2023-04-14,2023,LAD,CHC,2,8
718577,2023-04-14,2023,SEA,COL,5,3
718572,2023-04-15,2023,NYY,MIN,6,1
718571,2023-04-15,2023,DET,SF,7,6
718570,2023-04-15,2023,CWS,BAL,7,6
718568,2023-04-15,2023,STL,PIT,3,6
718569,2023-04-15,2023,TOR,TB,5,2
718573,2023-04-15,2023,WSH,CLE,4,6
718560,2023-04-15,2023,SD,MIL,10,3
718565,2023-04-15,2023,OAK,NYM,2,3
718576,2023-04-15,2023,BOS,LAA,9,7
718566,2023-04-15,2023,CIN,PHI,13,0
718563,2023-04-15,2023,KC,ATL,3,9
718567,2023-04-15,2023,MIA,AZ,3,2
718562,2023-04-15,2023,HOU,TEX,8,2
718564,2023-04-15,2023,LAD,CHC,2,1
718561,2023-04-15,2023,SEA,COL,9,2
718559,2023-04-16,2023,BOS,LAA,2,1
718555,2023-04-16,2023,WSH,CLE,7,6
718557,2023-04-16,2023,NYY,MIN,2,0
718556,2023-04-16,2023,TOR,TB,1,8
718554,2023-04-16,2023,CIN,PHI,3,14
718550,2023-04-16,2023,MIA,AZ,0,5
718551,2023-04-16,2023,KC,ATL,4,5
718553,2023-04-16,2023,CWS,BAL,4,8
718548,2023-04-16,2023,STL,PIT,5,4
718546,2023-04-16,2023,OAK,NYM,3,4
718547,2023-04-16,2023,LAD,CHC,2,3
718545,2023-04-16,2023,SEA,COL,1,0
718549,2023-04-16,2023,SD,MIL,0,1
718552,2023-04-16,2023,HOU,TEX,1,9
718540,2023-04-17,2023,BOS,LAA,4,5
718542,2023-04-17,2023,CIN,TB,8,1
718544,2023-04-17,2023,MIA,SF,4,3
718539,2023-04-17,2023,KC,TEX,0,4
718538,2023-04-17,2023,STL,AZ,3,6
718537,2023-04-17,2023,HOU,TOR,9,2
718535,2023-04-17,2023,COL,PIT,3,14
718536,2023-04-17,2023,OAK,CHC,1,10
718533,2023-04-17,2023,SD,ATL,0,2
718534,2023-04-17,2023,SEA,MIL,3,7
718532,2023-04-17,2023,LAD,NYM,6,8
718530,2023-04-18,2023,DET,CLE,4,3
718541,2023-04-18,2023,DET,CLE,1,0
718525,2023-04-18,2023,CWS,PHI,4,7
718543,2023-04-18,2023,CWS,PHI,3,0
718526,2023-04-18,2023,CIN,TB,0,10
718528,2023-04-18,2023,MIA,SF,4,2
718531,2023-04-18,2023,WSH,BAL,0,1
718529,2023-04-18,2023,NYY,LAA,2,5
718524,2023-04-18,2023,BOS,MIN,5,4
718522,2023-04-18,2023,KC,TEX,2,12
718527,2023-04-18,2023,STL,AZ,7,8
718520,2023-04-18,2023,HOU,TOR,2,4
718521,2023-04-18,2023,COL,PIT,3,5
718523,2023-04-18,2023,OAK,CHC,0,4
718519,2023-04-18,2023,SD,ATL,1,8
718517,2023-04-18,2023,SEA,MIL,5,6
718516,2023-04-18,2023,LAD,NYM,5,0
718515,2023-04-19,2023,CIN,TB,0,8
718513,2023-04-19,2023,DET,CLE,2,3
718511,2023-04-19,2023,MIA,SF,2,5
718512,2023-04-19,2023,STL,AZ,14,5
718514,2023-04-19,2023,KC,TEX,3,12
718510,2023-04-19,2023,CWS,PHI,2,5
718508,2023-04-19,2023,LAD,NYM,3,5
718509,2023-04-19,2023,COL,PIT,3,14
718506,2023-04-19,2023,OAK,CHC,2,12
718507,2023-04-19,2023,SD,ATL,1,0
718502,2023-04-19,2023,SEA,MIL,3,5
718518,2023-04-19,2023,WSH,BAL,0,4
718504,2023-04-19,2023,NYY,LAA,3,2
718505,2023-04-19,2023,BOS,MIN,4,10
718501,2023-04-19,2023,HOU,TOR,8,1
718497,2023-04-20,2023,BOS,MIN,11,5
718496,2023-04-20,2023,NYY,LAA,9,3
718500,2023-04-20,2023,PIT,CIN,4,3
718498,2023-04-20,2023,PHI,COL,0,5
718499,2023-04-20,2023,CHC,LAD,2,6
718494,2023-04-20,2023,AZ,SD,5,7
718503,2023-04-20,2023,SF,NYM,4,9
718491,2023-04-21,2023,CHC,LAD,13,0
718492,2023-04-21,2023,PIT,CIN,4,2
718486,2023-04-21,2023,TB,CWS,8,7
718495,2023-04-21,2023,BAL,DET,2,1
718493,2023-04-21,2023,PHI,COL,4,3
718487,2023-04-21,2023,NYY,TOR,1,6
718489,2023-04-21,2023,ATL,HOU,4,6
718490,2023-04-21,2023,TEX,OAK,4,5
718482,2023-04-21,2023,MIN,WSH,2,3
718483,2023-04-21,2023,MIL,BOS,3,5
718485,2023-04-21,2023,LAA,KC,2,0
718484,2023-04-21,2023,AZ,SD,9,0
718481,2023-04-21,2023,SEA,STL,5,2
718480,2023-04-21,2023,SF,NYM,0,7
718476,2023-04-22,2023,NYY,TOR,3,2
718468,2023-04-22,2023,MIN,WSH,4,10
718479,2023-04-22,2023,CHC,LAD,4,9
718475,2023-04-22,2023,PHI,COL,4,3
718473,2023-04-22,2023,CLE,MIA,1,6
718488,2023-04-22,2023,CLE,MIA,2,3
718478,2023-04-22,2023,SF,NYM,7,4
718477,2023-04-22,2023,TB,CWS,4,3
718474,2023-04-22,2023,PIT,CIN,2,1
718472,2023-04-22,2023,BAL,DET,5,1
718469,2023-04-22,2023,TEX,OAK,18,3
718470,2023-04-22,2023,MIL,BOS,5,4
718471,2023-04-22,2023,ATL,HOU,3,6
718467,2023-04-22,2023,AZ,SD,3,5
718466,2023-04-22,2023,LAA,KC,8,11
718464,2023-04-22,2023,SEA,STL,5,4
718458,2023-04-23,2023,PHI,COL,9,3
718459,2023-04-23,2023,BAL,DET,2,1
718463,2023-04-23,2023,PIT,CIN,2,0
718462,2023-04-23,2023,ATL,HOU,2,5
718465,2023-04-23,2023,NYY,TOR,1,5
718457,2023-04-23,2023,TB,CWS,4,1
718460,2023-04-23,2023,CLE,MIA,7,4
718454,2023-04-23,2023,MIN,WSH,3,1
718461,2023-04-23,2023,MIL,BOS,5,12
718451,2023-04-23,2023,CHC,LAD,3,7
718453,2023-04-23,2023,TEX,OAK,5,2
718452,2023-04-23,2023,LAA,KC,4,3
718456,2023-04-23,2023,AZ,SD,5,7
718450,2023-04-23,2023,SEA,STL,3,7
718455,2023-04-23,2023,SF,NYM,5,4
718448,2023-04-24,2023,CLE,COL,0,6
718447,2023-04-24,2023,BAL,BOS,5,4
718449,2023-04-24,2023,TB,HOU,8,3
718445,2023-04-24,2023,CIN,TEX,7,6
718444,2023-04-24,2023,TOR,CWS,5,2
718443,2023-04-24,2023,ATL,MIA,11,0
718442,2023-04-24,2023,MIN,NYY,6,1
718441,2023-04-24,2023,MIL,DET,2,4
718437,2023-04-24,2023,LAA,OAK,10,11
718438,2023-04-24,2023,AZ,KC,5,4
718446,2023-04-24,2023,SF,STL,4,0
718440,2023-04-25,2023,CLE,COL,1,5
718435,2023-04-25,2023,BAL,BOS,6,8
718432,2023-04-25,2023,PIT,LAD,7,8
718436,2023-04-25,2023,TB,HOU,0,5
718434,2023-04-25,2023,CIN,TEX,7,6
718430,2023-04-25,2023,PHI,SEA,3,5
718433,2023-04-25,2023,TOR,CWS,7,0
718431,2023-04-25,2023,NYM,WSH,0,5
718429,2023-04-25,2023,ATL,MIA,7,4
718426,2023-04-25,2023,CHC,SD,6,0
718427,2023-04-25,2023,MIN,NYY,6,2
718428,2023-04-25,2023,MIL,DET,3,4
718425,2023-04-25,2023,LAA,OAK,5,3
718422,2023-04-25,2023,AZ,KC,4,5
718439,2023-04-25,2023,SF,STL,5,4
718424,2023-04-26,2023,CIN,TEX,5,3
718416,2023-04-26,2023,BAL,BOS,6,2
718420,2023-04-26,2023,TOR,CWS,8,0
718421,2023-04-26,2023,CLE,COL,4,1
718417,2023-04-26,2023,MIN,NYY,6,12
718419,2023-04-26,2023,MIL,DET,6,2
718418,2023-04-26,2023,AZ,KC,2,0
718413,2023-04-26,2023,PIT,LAD,8,1
718414,2023-04-26,2023,TB,HOU,0,1
718415,2023-04-26,2023,PHI,SEA,6,5
718412,2023-04-26,2023,NYM,WSH,1,4
718411,2023-04-26,2023,ATL,MIA,6,4
718407,2023-04-26,2023,CHC,SD,3,5
718408,2023-04-26,2023,LAA,OAK,11,3
718423,2023-04-26,2023,SF,STL,7,3
718410,2023-04-27,2023,ATL,MIA,4,5
718403,2023-04-27,2023,PIT,LAD,6,2
718404,2023-04-27,2023,PHI,SEA,1,0
718406,2023-04-27,2023,CHC,SD,5,2
718409,2023-04-27,2023,SF,STL,0,6
718402,2023-04-27,2023,LAA,OAK,8,7
718405,2023-04-27,2023,DET,BAL,4,7
718398,2023-04-27,2023,NYM,WSH,9,8
718396,2023-04-27,2023,CWS,TB,5,14
718400,2023-04-27,2023,MIN,KC,7,1
718397,2023-04-27,2023,TEX,NYY,2,4
718387,2023-04-28,2023,MIN,KC,8,6
718391,2023-04-28,2023,MIA,CHC,3,2
718392,2023-04-28,2023,TOR,SEA,3,2
718395,2023-04-28,2023,BOS,CLE,2,5
718394,2023-04-28,2023,NYM,ATL,0,4
718393,2023-04-28,2023,CWS,TB,2,3
718388,2023-04-28,2023,TEX,NYY,5,2
718389,2023-04-28,2023,HOU,PHI,1,3
718386,2023-04-28,2023,MIL,LAA,2,1
718390,2023-04-28,2023,COL,AZ,1,9
718380,2023-04-28,2023,OAK,CIN,7,11
718382,2023-04-28,2023,LAD,STL,7,3
718381,2023-04-29,2023,DET,BAL,7,4
718401,2023-04-29,2023,DET,BAL,4,6
718383,2023-04-29,2023,WSH,PIT,3,6
718399,2023-04-29,2023,WSH,PIT,1,16
718378,2023-04-29,2023,MIN,KC,2,3
718379,2023-04-29,2023,TOR,SEA,1,0
718375,2023-04-29,2023,MIA,CHC,7,6
718377,2023-04-29,2023,OAK,CIN,2,3
718385,2023-04-29,2023,BOS,CLE,8,7
718372,2023-04-29,2023,HOU,PHI,1,6
718384,2023-04-29,2023,SD,SF,16,11
718374,2023-04-29,2023,TEX,NYY,2,0
718373,2023-04-29,2023,CWS,TB,3,12
718376,2023-04-29,2023,MIL,LAA,7,5
718366,2023-04-29,2023,COL,AZ,4,11
718369,2023-04-29,2023,LAD,STL,1,0
718364,2023-04-30,2023,MIA,CHC,4,3
718370,2023-04-30,2023,BOS,CLE,7,1
718367,2023-04-30,2023,WSH,PIT,7,2
718363,2023-04-30,2023,TOR,SEA,8,10
718360,2023-04-30,2023,DET,BAL,3,5
718362,2023-04-30,2023,MIN,KC,8,4
718355,2023-04-30,2023,CWS,TB,12,9
718365,2023-04-30,2023,MIL,LAA,0,3
718356,2023-04-30,2023,TEX,NYY,15,2
718358,2023-04-30,2023,COL,AZ,12,4
718368,2023-04-30,2023,SD,SF,6,4
718357,2023-04-30,2023,OAK,CIN,5,4
718359,2023-04-30,2023,LAD,STL,6,3
718354,2023-04-30,2023,HOU,PHI,4,3
718352,2023-05-01,2023,NYM,ATL,8,9
718361,2023-05-01,2023,NYM,ATL,5,3
718349,2023-05-01,2023,WSH,CHC,1,5
718351,2023-05-01,2023,NYY,CLE,2,3
718353,2023-05-01,2023,BOS,TOR,6,5
718350,2023-05-01,2023,HOU,SF,7,3
718345,2023-05-01,2023,SD,CIN,8,3
718343,2023-05-01,2023,LAD,PHI,13,4
718347,2023-05-02,2023,TB,PIT,4,1
718346,2023-05-02,2023,MIA,ATL,0,6
718344,2023-05-02,2023,WSH,CHC,4,1
718339,2023-05-02,2023,NYY,CLE,4,2
718341,2023-05-02,2023,BOS,TOR,7,6
718340,2023-05-02,2023,CWS,MIN,3,2
718336,2023-05-02,2023,KC,BAL,7,11
718338,2023-05-02,2023,STL,LAA,1,5
718342,2023-05-02,2023,TEX,AZ,6,4
718337,2023-05-02,2023,HOU,SF,0,2
718334,2023-05-02,2023,COL,MIL,3,2
718335,2023-05-02,2023,SD,CIN,1,2
718332,2023-05-02,2023,OAK,SEA,1,2
718331,2023-05-02,2023,LAD,PHI,13,1
718348,2023-05-03,2023,DET,NYM,6,5
718329,2023-05-03,2023,DET,NYM,8,1
718325,2023-05-03,2023,TEX,AZ,7,12
718326,2023-05-03,2023,HOU,SF,2,4
718330,2023-05-03,2023,SD,CIN,7,1
718327,2023-05-03,2023,LAD,PHI,10,6
718328,2023-05-03,2023,TB,PIT,8,1
718321,2023-05-03,2023,MIA,ATL,6,14
718333,2023-05-03,2023,WSH,CHC,2,1
718324,2023-05-03,2023,NYY,CLE,4,3
718323,2023-05-03,2023,BOS,TOR,8,3
718322,2023-05-03,2023,CWS,MIN,6,4
718314,2023-05-03,2023,KC,BAL,6,0
718320,2023-05-03,2023,STL,LAA,4,6
718315,2023-05-03,2023,COL,MIL,7,1
718319,2023-05-03,2023,OAK,SEA,2,7
718317,2023-05-04,2023,WSH,CHC,4,3
718318,2023-05-04,2023,DET,NYM,2,0
718309,2023-05-04,2023,TB,PIT,3,2
718311,2023-05-04,2023,STL,LAA,7,11
718312,2023-05-04,2023,KC,BAL,10,13
718310,2023-05-04,2023,CWS,MIN,3,7
718313,2023-05-04,2023,COL,MIL,9,6
718304,2023-05-04,2023,OAK,SEA,3,5
718308,2023-05-04,2023,MIA,ATL,3,6
718316,2023-05-04,2023,BOS,TOR,11,5
718303,2023-05-05,2023,CHC,MIA,4,1
718307,2023-05-05,2023,PIT,TOR,0,4
718305,2023-05-05,2023,CIN,CWS,4,5
718300,2023-05-05,2023,TB,NYY,5,4
718301,2023-05-05,2023,PHI,BOS,3,5
718302,2023-05-05,2023,NYM,COL,1,0
718306,2023-05-05,2023,CLE,MIN,0,2
718298,2023-05-05,2023,ATL,BAL,4,9
718299,2023-05-05,2023,KC,OAK,8,12
718292,2023-05-05,2023,STL,DET,4,5
718294,2023-05-05,2023,LAA,TEX,5,4
718296,2023-05-05,2023,AZ,WSH,3,1
718295,2023-05-05,2023,SD,LAD,5,2
718297,2023-05-05,2023,SEA,HOU,4,6
718293,2023-05-05,2023,SF,MIL,6,4
718288,2023-05-06,2023,STL,DET,5,6
718289,2023-05-06,2023,CHC,MIA,4,2
718290,2023-05-06,2023,NYM,COL,2,5
718291,2023-05-06,2023,TB,NYY,2,3
718285,2023-05-06,2023,CLE,MIN,4,3
718286,2023-05-06,2023,PIT,TOR,2,8
718281,2023-05-06,2023,CIN,CWS,5,3
718280,2023-05-06,2023,KC,OAK,4,5
718284,2023-05-06,2023,PHI,BOS,4,7
718283,2023-05-06,2023,ATL,BAL,5,4
718287,2023-05-06,2023,SF,MIL,4,1
718282,2023-05-06,2023,AZ,WSH,8,7
718279,2023-05-06,2023,SD,LAD,1,2
718275,2023-05-06,2023,LAA,TEX,1,10
718274,2023-05-06,2023,SEA,HOU,7,5
718277,2023-05-07,2023,ATL,BAL,3,2
718278,2023-05-07,2023,PIT,TOR,1,10
718270,2023-05-07,2023,PHI,BOS,6,1
718276,2023-05-07,2023,NYM,COL,6,13
718273,2023-05-07,2023,CLE,MIN,2,0
718271,2023-05-07,2023,TB,NYY,8,7
718268,2023-05-07,2023,KC,OAK,5,1
718272,2023-05-07,2023,STL,DET,12,6
718269,2023-05-07,2023,CHC,MIA,4,5
718267,2023-05-07,2023,SF,MIL,3,7
718264,2023-05-07,2023,LAA,TEX,8,16
718263,2023-05-07,2023,AZ,WSH,8,9
718265,2023-05-07,2023,SEA,HOU,3,1
718262,2023-05-07,2023,CIN,CWS,4,17
718266,2023-05-07,2023,SD,LAD,2,5
718261,2023-05-08,2023,CLE,DET,2,6
718258,2023-05-08,2023,PIT,COL,2,0
718259,2023-05-08,2023,BAL,TB,0,3
718255,2023-05-08,2023,NYY,OAK,7,2
718256,2023-05-08,2023,CHC,STL,1,3
718253,2023-05-08,2023,KC,CWS,12,5
718257,2023-05-08,2023,MIL,LAD,9,3
718254,2023-05-08,2023,LAA,HOU,6,4
718251,2023-05-08,2023,SEA,TEX,1,2
718249,2023-05-08,2023,AZ,MIA,5,2
718260,2023-05-08,2023,SF,WSH,1,5
718248,2023-05-09,2023,CLE,DET,2,0
718252,2023-05-09,2023,PIT,COL,1,10
718246,2023-05-09,2023,BAL,TB,4,2
718243,2023-05-09,2023,CIN,NYM,7,6
718244,2023-05-09,2023,PHI,TOR,8,4
718247,2023-05-09,2023,NYY,OAK,10,5
718245,2023-05-09,2023,ATL,BOS,9,3
718240,2023-05-09,2023,CHC,STL,4,6
718242,2023-05-09,2023,MIN,SD,1,6
718238,2023-05-09,2023,KC,CWS,2,4
718241,2023-05-09,2023,MIL,LAD,2,6
718237,2023-05-09,2023,LAA,HOU,1,3
718239,2023-05-09,2023,SEA,TEX,5,0
718236,2023-05-09,2023,AZ,MIA,2,6
718250,2023-05-09,2023,SF,WSH,4,1
718231,2023-05-10,2023,PIT,COL,3,4
718232,2023-05-10,2023,NYY,OAK,11,3
718234,2023-05-10,2023,CLE,DET,0,5
718228,2023-05-10,2023,MIL,LAD,1,8
718229,2023-05-10,2023,SEA,TEX,3,4
718226,2023-05-10,2023,AZ,MIA,4,5
718230,2023-05-10,2023,SF,WSH,6,11
718233,2023-05-10,2023,PHI,TOR,2,1
718235,2023-05-10,2023,LAA,HOU,4,5
718227,2023-05-10,2023,BAL,TB,2,1
718225,2023-05-10,2023,CIN,NYM,1,2
718220,2023-05-10,2023,ATL,BOS,2,5
718221,2023-05-10,2023,CHC,STL,10,4
718224,2023-05-10,2023,MIN,SD,4,3
718222,2023-05-10,2023,KC,CWS,9,1
718223,2023-05-11,2023,CIN,NYM,5,0
718216,2023-05-11,2023,MIN,SD,5,3
718218,2023-05-11,2023,KC,CWS,4,3
718219,2023-05-11,2023,NYY,TB,2,8
718215,2023-05-11,2023,AZ,SF,2,6
718217,2023-05-11,2023,OAK,TEX,0,4
718208,2023-05-12,2023,DET,SEA,2,9
718212,2023-05-12,2023,MIA,CIN,4,7
